-0.0423178,-0.0333522,-0.0389641,-0.0295739,-0.0330337,-0.0345904,-0.0365197,-0.0281045,-0.0293427,-0.0305697,-0.0392771,-0.02874,-0.0311332,-0.0340931,-0.0372234,-0.0420581,-0.0406755,-0.0363065,-0.0397207,-0.0394121,-0.0264205,-0.0350959,-0.0401975,-0.0422528,-0.0421725,-0.0361051,-0.0338251,-0.0332393,-0.0327838,-0.032703,-0.0394066,-0.0318609,-0.0350205,-0.0364921,-0.0412849,-0.0326952,-0.0299857,-0.0296739,-0.0339993,-0.0372547,-0.02845,-0.0308819,-0.0270314,-0.0275792,-0.0337113,-0.039804,-0.0348534,-0.0382916,-0.0286841,-0.0387014,-0.0300445,-0.0289971,-0.0262623,-0.0262065,-0.0326381,-0.0358874,-0.0378069,-0.0373264,-0.0290557,-0.0418943,-0.0361352,-0.0406541,-0.0316451,-0.0412997,-0.0421748,-0.0277027,-0.0376566,-0.037703,-0.0329905,-0.0314311,-0.029098,-0.0308848,-0.0345156,-0.0387695,-0.0306148,-0.0347591,-0.0349144,-0.0271552,-0.0306038,-0.0403828,-0.0328243,-0.035995,-0.0307518,-0.0326761,-0.0332212,-0.0363533,-0.0396499,-0.0384537,-0.0354004,-0.0296694,-0.0340403,-0.0263926,-0.0304917,-0.0365911,-0.0393613,-0.031948,-0.0344128,-0.0411681,-0.0312992,-0.0342221,-2.03242,
-0.0390321,-0.030129,-0.0357018,-0.0263771,-0.0298127,-0.0313586,-0.0332744,-0.0249179,-0.0261474,-0.0273659,-0.0360125,-0.0255489,-0.0279255,-0.0308647,-0.0339732,-0.0387741,-0.0374012,-0.0330627,-0.0364531,-0.0361466,-0.0232457,-0.0318606,-0.0369265,-0.0389675,-0.0388877,-0.0328626,-0.0305986,-0.0300169,-0.0295645,-0.0294843,-0.0361411,-0.0286481,-0.0317856,-0.033247,-0.0380063,-0.0294766,-0.026786,-0.0264763,-0.0307716,-0.0340043,-0.025261,-0.027676,-0.0238523,-0.0243962,-0.0304856,-0.0365358,-0.0316197,-0.0350339,-0.0254935,-0.0354408,-0.0268444,-0.0258043,-0.0230885,-0.0230331,-0.0294199,-0.0326465,-0.0345527,-0.0340755,-0.0258625,-0.0386115,-0.0328926,-0.03738,-0.0284338,-0.0380211,-0.03889,-0.0245189,-0.0344034,-0.0344495,-0.0297698,-0.0282213,-0.0259044,-0.0276788,-0.0312843,-0.0355085,-0.0274107,-0.0315261,-0.0316803,-0.0239752,-0.0273997,-0.0371105,-0.0296048,-0.0327533,-0.0275467,-0.0294576,-0.0299989,-0.0331092,-0.0363828,-0.0351949,-0.0321629,-0.0264719,-0.0308123,-0.0232179,-0.0272884,-0.0333453,-0.0360962,-0.0287346,-0.0311822,-0.0378904,-0.0280903,-0.0309928,-1.68242,
-0.0384877,-0.0296467,-0.0351806,-0.025921,-0.0293326,-0.0308677,-0.0327702,-0.024472,-0.0256929,-0.0269028,-0.0354892,-0.0250986,-0.0274586,-0.0303773,-0.0334641,-0.0382315,-0.0368681,-0.0325599,-0.0359267,-0.0356224,-0.0228114,-0.0313662,-0.0363968,-0.0384236,-0.0383443,-0.0323613,-0.030113,-0.0295354,-0.0290862,-0.0290065,-0.0356169,-0.0281761,-0.0312918,-0.0327429,-0.0374691,-0.0289989,-0.026327,-0.0260195,-0.0302848,-0.033495,-0.0248127,-0.0272108,-0.0234138,-0.0239539,-0.0300008,-0.0360088,-0.031127,-0.0345174,-0.0250435,-0.0349215,-0.026385,-0.0253522,-0.0226554,-0.0226003,-0.0289426,-0.0321466,-0.0340395,-0.0335657,-0.02541,-0.0380701,-0.032391,-0.0368471,-0.0279634,-0.0374837,-0.0383466,-0.0240758,-0.0338913,-0.033937,-0.02929,-0.0277523,-0.0254516,-0.0272136,-0.0307939,-0.0349887,-0.0269474,-0.0310341,-0.0311871,-0.0235359,-0.0269365,-0.0365795,-0.0291262,-0.0322528,-0.0270824,-0.02898,-0.0295175,-0.0326061,-0.0358568,-0.0346773,-0.0316665,-0.0260151,-0.0303253,-0.0227839,-0.026826,-0.0328406,-0.0355723,-0.028262,-0.0306925,-0.037354,-0.0276222,-0.0305045,-1.33242,
-0.0322561,-0.0234768,-0.0289721,-0.0197771,-0.0231649,-0.0246893,-0.0265785,-0.0183382,-0.0195506,-0.0207521,-0.0292786,-0.0189605,-0.021304,-0.0242024,-0.0272676,-0.0320018,-0.0306479,-0.0263698,-0.029713,-0.0294108,-0.0166892,-0.0251843,-0.0301799,-0.0321925,-0.0321138,-0.0261725,-0.0239399,-0.0233663,-0.0229202,-0.0228411,-0.0294054,-0.0220165,-0.0251105,-0.0265515,-0.0312447,-0.0228335,-0.0201803,-0.019875,-0.0241105,-0.0272983,-0.0186765,-0.0210579,-0.0172874,-0.0178238,-0.0238285,-0.0297945,-0.0249469,-0.0283136,-0.0189058,-0.0287148,-0.0202379,-0.0192123,-0.0165343,-0.0164796,-0.0227776,-0.0259593,-0.027839,-0.0273685,-0.0192697,-0.0318415,-0.026202,-0.030627,-0.0218053,-0.0312592,-0.0321161,-0.0179448,-0.0276918,-0.0277373,-0.0231227,-0.0215956,-0.019311,-0.0210607,-0.024616,-0.0287816,-0.0207963,-0.0248545,-0.0250065,-0.0174086,-0.0207855,-0.0303613,-0.0229599,-0.0260647,-0.0209305,-0.0228148,-0.0233486,-0.0264156,-0.0296437,-0.0284723,-0.0254825,-0.0198706,-0.0241507,-0.0166619,-0.0206758,-0.0266485,-0.0293611,-0.0221018,-0.0245154,-0.0311304,-0.0214665,-0.0243286,-0.98242,
-0.0125986,-0.00388056,-0.00933754,-0.000206648,-0.00357086,-0.00508462,-0.00696063,0.0012222,1.82484e-005,-0.00117488,-0.00964185,0.000604294,-0.00172291,-0.00460103,-0.00764489,-0.0123461,-0.0110016,-0.00675331,-0.0100732,-0.00977317,0.00285969,-0.00557617,-0.0105369,-0.0125354,-0.0124573,-0.00655743,-0.00434043,-0.00377083,-0.00332784,-0.00324931,-0.00976778,-0.00243044,-0.0055028,-0.00693377,-0.0115942,-0.00324176,-0.000607046,-0.000303847,-0.0045098,-0.00767538,0.000886259,-0.00147854,0.00226567,0.00173303,-0.00422977,-0.0101542,-0.00534035,-0.00868358,0.000658577,-0.00908204,-0.000664217,0.000354236,0.00301355,0.00306782,-0.00318624,-0.00634577,-0.00821233,-0.00774508,0.000297233,-0.0121869,-0.00658677,-0.0109809,-0.00222065,-0.0116087,-0.0124595,0.00161289,-0.00806615,-0.00811127,-0.00352887,-0.00201251,0.000256181,-0.00148132,-0.00501183,-0.0091483,-0.00121878,-0.00524865,-0.00539961,0.0021453,-0.00120804,-0.010717,-0.00336729,-0.0064504,-0.00135195,-0.00322311,-0.00375319,-0.00679882,-0.0100044,-0.00884124,-0.00587226,-0.000299503,-0.00454972,0.00288684,-0.00109907,-0.00703007,-0.00972377,-0.00251514,-0.00491188,-0.0114807,-0.00188424,-0.00472644,-0.63242,
0.0265957,0.0352529,0.029834,0.0389012,0.0355605,0.0340573,0.0321944,0.0403201,0.0391246,0.0379398,0.0295318,0.0397065,0.0373955,0.0345375,0.0315149,0.0268465,0.0281815,0.0324002,0.0291035,0.0294014,0.0419462,0.0335692,0.0286431,0.0266584,0.026736,0.0325948,0.0347963,0.0353619,0.0358018,0.0358798,0.0294068,0.036693,0.033642,0.032221,0.0275931,0.0358873,0.0385036,0.0388047,0.0346281,0.0314846,0.0399865,0.0376382,0.0413563,0.0408274,0.0349062,0.0290231,0.0338033,0.0304834,0.0397604,0.0300877,0.0384469,0.0394582,0.042099,0.0421529,0.0359424,0.0328049,0.0309514,0.0314154,0.0394016,0.0270046,0.0325656,0.0282021,0.0369013,0.0275788,0.0267338,0.0407081,0.0310966,0.0310517,0.0356022,0.037108,0.0393608,0.0376354,0.0341296,0.0300219,0.0378962,0.0338944,0.0337445,0.0412368,0.0379068,0.0284642,0.0357626,0.032701,0.0377639,0.0359058,0.0353794,0.032355,0.0291718,0.0303269,0.0332751,0.038809,0.0345885,0.0419731,0.038015,0.0321254,0.0294505,0.0366088,0.0342288,0.0277058,0.0372353,0.034413,-0.28242,
0.0890687,0.0976655,0.0922844,0.101288,0.0979709,0.0964782,0.0946283,0.102697,0.10151,0.100334,0.0919844,0.102088,0.0997932,0.0969551,0.0939536,0.0893177,0.0906435,0.0948327,0.091559,0.0918549,0.104312,0.0959935,0.0911018,0.089131,0.0892081,0.0950259,0.0972121,0.0977738,0.0982106,0.098288,0.0918602,0.0990955,0.0960659,0.0946548,0.0900591,0.0982955,0.100894,0.101193,0.0970451,0.0939235,0.102366,0.100034,0.103726,0.103201,0.0973212,0.0914791,0.0962261,0.0929293,0.102142,0.0925364,0.100837,0.101841,0.104464,0.104517,0.0983502,0.0952346,0.093394,0.0938548,0.101785,0.0894747,0.094997,0.0906639,0.0993024,0.0900449,0.0892058,0.103083,0.0935382,0.0934937,0.0980124,0.0995076,0.101745,0.100031,0.09655,0.092471,0.10029,0.0963165,0.0961676,0.103608,0.100301,0.0909241,0.0981717,0.0951314,0.100159,0.0983139,0.0977912,0.0947879,0.0916269,0.0927738,0.0957015,0.101197,0.0970057,0.104339,0.100408,0.0945598,0.0919036,0.099012,0.0966486,0.0901711,0.0996341,0.0968314,0.0675796,
0.17574,0.184276,0.178933,0.187874,0.18458,0.183097,0.18126,0.189273,0.188094,0.186926,0.178635,0.188668,0.186389,0.183571,0.18059,0.175987,0.177303,0.181463,0.178212,0.178506,0.190877,0.182616,0.177758,0.175801,0.175878,0.181655,0.183826,0.184384,0.184818,0.184895,0.178512,0.185696,0.182688,0.181287,0.176723,0.184902,0.187482,0.187779,0.18366,0.18056,0.188944,0.186629,0.190295,0.189773,0.183934,0.178133,0.182847,0.179573,0.188721,0.179183,0.187426,0.188423,0.191027,0.19108,0.184956,0.181862,0.180035,0.180492,0.188367,0.176143,0.181626,0.177324,0.185902,0.176709,0.175876,0.189656,0.180178,0.180134,0.184621,0.186106,0.188327,0.186626,0.183169,0.179118,0.186883,0.182937,0.182789,0.190177,0.186893,0.177582,0.184779,0.18176,0.186752,0.18492,0.184401,0.181419,0.17828,0.179419,0.182326,0.187783,0.183621,0.190903,0.187,0.181192,0.178555,0.185613,0.183267,0.176834,0.186231,0.183448,0.41758,
0.284593,0.293071,0.287764,0.296643,0.293372,0.2919,0.290076,0.298032,0.296862,0.295702,0.287468,0.297432,0.295169,0.29237,0.28941,0.284839,0.286146,0.290277,0.287049,0.287341,0.299625,0.291422,0.286598,0.284655,0.284731,0.290468,0.292623,0.293177,0.293608,0.293684,0.287346,0.294481,0.291493,0.290102,0.28557,0.293692,0.296254,0.296549,0.292459,0.289381,0.297706,0.295406,0.299047,0.298529,0.292731,0.28697,0.291651,0.2884,0.297484,0.288013,0.296198,0.297188,0.299774,0.299827,0.293746,0.290673,0.288858,0.289313,0.297133,0.284994,0.290439,0.286166,0.294685,0.285556,0.284729,0.298412,0.289001,0.288957,0.293413,0.294887,0.297093,0.295404,0.291971,0.287948,0.295659,0.29174,0.291594,0.29893,0.295669,0.286423,0.29357,0.290572,0.295529,0.29371,0.293194,0.290233,0.287116,0.288247,0.291134,0.296553,0.29242,0.299651,0.295775,0.290008,0.287389,0.294398,0.292068,0.28568,0.295012,0.292248,0.76758,
0.410925,0.419343,0.414074,0.422891,0.419642,0.418181,0.416369,0.424271,0.423108,0.421956,0.41378,0.423674,0.421427,0.418648,0.415708,0.411169,0.412467,0.416569,0.413364,0.413653,0.425852,0.417706,0.412916,0.410986,0.411062,0.416758,0.418899,0.419449,0.419877,0.419953,0.413659,0.420744,0.417777,0.416395,0.411895,0.41996,0.422504,0.422797,0.418736,0.415679,0.423946,0.421663,0.425278,0.424764,0.419006,0.413285,0.417934,0.414705,0.423726,0.414321,0.422449,0.423432,0.426,0.426053,0.420014,0.416963,0.415161,0.415612,0.423377,0.411323,0.41673,0.412487,0.420946,0.411881,0.411059,0.424648,0.415302,0.415258,0.419683,0.421147,0.423338,0.42166,0.418251,0.414257,0.421914,0.418022,0.417876,0.425162,0.421924,0.412742,0.419839,0.416862,0.421785,0.419978,0.419466,0.416525,0.41343,0.414553,0.41742,0.422801,0.418697,0.425878,0.422029,0.416302,0.413701,0.420662,0.418347,0.412005,0.421271,0.418527,1.11758,
