0.201052,0.18261,0.137679,0.158674,0.188376,0.186939,0.128408,0.118617,0.0410439,0.240451,
0.197048,0.178055,0.131436,0.152882,0.183949,0.18342,0.122082,0.111967,0.032992,0.236731,
0.192826,0.173256,0.124874,0.146794,0.179306,0.179728,0.115454,0.104988,0.0245773,0.232782,
0.18837,0.168196,0.117971,0.14039,0.17443,0.175849,0.108507,0.0976574,0.0157769,0.228586,
0.183663,0.162856,0.110702,0.133648,0.169305,0.17177,0.101218,0.0899507,0.00656658,0.224126,
0.178684,0.157214,0.103042,0.126545,0.163914,0.167476,0.0935641,0.081842,-0.00308017,0.21938,
0.173414,0.151249,0.0949621,0.119054,0.158238,0.162949,0.0855213,0.073303,-0.0131919,0.214325,
0.167829,0.144935,0.086432,0.111147,0.152254,0.15817,0.0770618,0.0643027,-0.0237995,0.208936,
0.161903,0.138244,0.0774174,0.102794,0.14594,0.153119,0.0681559,0.0548072,-0.0349366,0.203186,
0.155607,0.131145,0.0678812,0.0939597,0.139269,0.147772,0.0587709,0.0447795,-0.0466397,0.197044,
0.148912,0.123606,0.0577822,0.084608,0.132213,0.142103,0.0488709,0.0341788,-0.0589485,0.190475,
0.141781,0.115588,0.0470753,0.0746974,0.12474,0.136083,0.0384164,0.0229603,-0.0719065,0.183443,
0.134174,0.107049,0.0357105,0.0641828,0.116813,0.129679,0.0273638,0.0110748,-0.0855611,0.175904,
0.12605,0.0979445,0.0236323,0.0530138,0.108392,0.122852,0.0156645,-0.0015325,-0.0999645,0.167812,
0.117357,0.0882205,0.0107788,0.0411348,0.0994321,0.115562,0.00326476,-0.0149222,-0.115174,0.159114,
0.10804,0.077819,-0.00291882,0.0284836,0.0898824,0.107759,-0.00989558,-0.029162,-0.131253,0.149749,
0.0980361,0.0666735,-0.0175381,0.0149905,0.0796843,0.0993876,-0.0238841,-0.0443276,-0.148273,0.139651,
0.0872724,0.0547087,-0.0331661,0.000577172,0.0687714,0.0903833,-0.0387769,-0.0605038,-0.166311,0.128742,
