2.72374,9.62191,1.48983,1.34628,
2.04409,9.78886,1.28653,1.54172,
1.35442,9.90785,1.05785,1.70676,
0.658124,9.97832,0.808306,1.83813,
-0.0414002,9.99991,0.542817,1.93324,
-0.740721,9.97253,0.266622,1.99022,
-1.43641,9.8963,-0.014833,2.00795,
-2.12507,9.7716,-0.295995,1.98606,
-2.80332,9.59903,-0.571319,1.92501,
-3.46784,9.37945,-0.835373,1.82598,
-4.11537,9.11393,-1.08295,1.69094,
-4.74275,8.80377,-1.30917,1.52255,
-5.34689,8.45049,-1.50956,1.32412,
-5.92485,8.05582,-1.68018,1.09957,
-6.47379,7.62169,-1.81766,0.853341,
-6.99101,7.15023,-1.91928,0.590276,
-7.474,6.64374,-1.98305,0.315568,
-7.92038,6.10472,-2.0077,0.0346349,
-8.32796,5.5358,-1.99275,-0.246981,
-8.69476,4.93976,-1.9385,-0.523725,
-9.01896,4.31952,-1.84601,-0.790139,
-9.299,3.67813,-1.71711,-1.04097,
-9.53348,3.01873,-1.55433,-1.27126,
-9.72127,2.34453,-1.3609,-1.47648,
-9.86145,1.65886,-1.14063,-1.65258,
-9.95332,0.965059,-0.897858,-1.79608,
-9.99645,0.266531,-0.637376,-1.90416,
-9.99061,-0.433301,-0.364322,-1.97467,
-9.93583,-1.13101,-0.0840818,-2.00624,
-9.8324,-1.82318,0.197817,-1.99823,
-9.6808,-2.50642,0.475813,-1.95081,
-9.48178,-3.17739,0.744425,-1.86491,
-9.23633,-3.83279,0.998353,-1.74223,
-8.94563,-4.46942,1.23259,-1.58518,
-8.61112,-5.08415,1.44251,-1.39686,
-8.23443,-5.67399,1.62398,-1.18099,
-7.81741,-6.23603,1.77342,-0.94183,
-7.3621,-6.76753,1.88788,-0.684089,
-6.87073,-7.26589,1.9651,-0.412855,
-6.3457,-7.72865,2.00356,-0.133478,
-5.7896,-8.15356,2.0025,0.148533,
-5.20514,-8.53853,1.96194,0.427613,
-4.59518,-8.88168,1.88268,0.698259,
-3.96272,-9.18133,1.76629,0.955132,
-3.31084,-9.43601,1.61506,1.19317,
-2.64275,-9.64447,1.43197,1.40766,
-1.96172,-9.80569,1.22064,1.5944,
-1.27108,-9.91889,0.98523,1.74968,
-0.57421,-9.9835,0.730387,1.87045,
0.12547,-9.99921,0.461138,1.95433,
0.824537,-9.96595,0.182792,1.99966,
1.51956,-9.88387,-0.0991583,2.00555,
2.20715,-9.75338,-0.379153,1.97188,
2.88392,-9.57512,-0.651669,1.89931,
3.54657,-9.34996,-0.911332,1.78928,
4.19185,-9.07901,-1.15302,1.64396,
4.8166,-8.76358,-1.37196,1.46621,
5.41775,-8.40524,-1.56384,1.25955,
5.99237,-8.00572,-1.72488,1.02803,
6.53763,-7.56699,-1.85189,0.776242,
7.05088,-7.0912,-1.94238,0.50914,
7.52959,-6.58067,-1.99455,0.231996,
7.97142,-6.03791,-2.00738,-0.0497238,
8.37421,-5.46558,-1.98062,-0.330463,
8.73598,-4.86648,-1.91479,-0.604684,
9.05496,-4.24355,-1.81119,-0.866978,
9.32959,-3.59982,-1.67187,-1.11217,
9.55852,-2.93847,-1.49957,-1.33543,
9.74064,-2.26272,-1.29769,-1.53234,
9.87505,-1.57589,-1.07021,-1.69903,
9.96109,-0.881345,-0.821626,-1.83221,
9.99833,-0.182479,-0.556834,-1.92925,
9.98661,0.51728,-0.281059,-1.98823,
9.92597,1.2145,0.000259106,-2.008,
9.81672,1.90578,0.281573,-1.98816,
9.65938,2.58772,0.557332,-1.9291,
9.45473,3.25699,0.822098,-1.832,
9.20378,3.91031,1.07065,-1.69876,
8.90774,4.54447,1.29808,-1.53201,
8.56807,5.15637,1.49991,-1.33504,
8.18644,5.74302,1.67215,-1.11174,
7.7647,6.30154,1.81141,-0.866511,
7.30494,6.82919,1.91495,-0.60419,
6.8094,7.32339,1.98071,-0.329952,
6.2805,7.78173,2.0074,-0.0492057,
5.72085,8.20195,1.99449,0.232511,
5.13317,8.58199,1.94225,0.509642,
4.52035,8.92,1.85169,0.77672,
3.88539,9.21432,1.72462,1.02848,
3.2314,9.46351,1.56352,1.25995,
2.56158,9.66635,1.37158,1.46657,
1.87921,9.82184,1.15259,1.64426,
1.18764,9.92922,0.91087,1.78952,
0.490256,9.98798,0.651179,1.89948,
-0.209532,9.9978,0.378644,1.97198,
-0.908294,9.95866,0.0986407,2.00558,
-1.60261,9.87075,-0.183309,1.99962,
-2.28907,9.73448,-0.461642,1.95421,
-2.96432,9.55054,-0.73087,1.87027,
-3.62505,9.31982,-0.985682,1.74943,
