-10.7791,21.0472,
-11.3158,20.8765,
-11.8521,20.5554,
-12.3824,20.1381,
-12.9022,19.6545,
-13.4079,19.1208,
-13.8976,18.5446,
-14.3712,17.9268,
-14.8294,17.2648,
-15.2702,16.5579,
-15.6873,15.8122,
-16.0751,15.0345,
-16.4364,14.2215,
-16.7812,13.3592,
-17.1228,12.4267,
-17.4726,11.3974,
-17.8347,10.2424,
-18.2044,8.9458,
-18.5762,7.53155,
-18.9518,6.03566,
-19.3411,4.38349,
-19.7508,2.44088,
-20.1702,0.217729,
-20.5781,-2.2741,
-20.9356,-5.21297,
-21.082,-8.73715,
-20.6677,-12.5965,
-19.4074,-16.423,
-17.2272,-19.8778,
-14.4651,-22.459,
-11.6059,-24.2627,
-8.86613,-25.3938,
-6.356,-26.0402,
-4.14616,-26.3603,
-2.2442,-26.4684,
-0.562657,-26.4246,
0.950063,-26.256,
2.30543,-25.9844,
3.50703,-25.6618,
4.57646,-25.3339,
5.54884,-24.9871,
6.45066,-24.6051,
7.29318,-24.1918,
8.08008,-23.758,
8.81418,-23.3124,
9.49971,-22.8584,
10.1422,-22.3957,
10.7475,-21.9218,
11.3213,-21.4329,
11.8683,-20.925,
12.3925,-20.3946,
12.8963,-19.8387,
13.3813,-19.2558,
13.8482,-18.6457,
14.297,-18.0099,
14.7281,-17.3506,
15.143,-16.6684,
15.546,-15.9583,
15.945,-15.2068,
16.3484,-14.3941,
16.7593,-13.5036,
17.1709,-12.5284,
17.5688,-11.4697,
17.9384,-10.328,
18.2735,-9.09512,
18.5828,-7.75107,
18.895,-6.26292,
19.2611,-4.58343,
19.7044,-2.67323,
20.1607,-0.516111,
20.6034,2.01868,
20.9573,5.00344,
21.0593,8.39043,
20.6948,12.1993,
19.5699,16.075,
17.4166,19.5372,
14.6721,22.2373,
11.8379,24.1209,
9.13386,25.2952,
6.64424,25.9977,
4.39158,26.3549,
2.39698,26.4528,
0.665499,26.3958,
-0.83927,26.2476,
-2.18174,26.0223,
-3.41552,25.7227,
-4.55975,25.3614,
-5.60508,24.9612,
-6.53685,24.546,
-7.35622,24.1322,
-8.08476,23.7247,
-8.75066,23.3194,
-9.37521,22.9089,
-9.97191,22.4854,
-10.5495,22.0426,
-11.1135,21.576,
-11.6665,21.083,
-12.2086,20.5631,
-12.7381,20.0167,
-13.2526,19.4445,
-13.7503,18.8456,
-14.2313,18.2162,
-14.6966,17.5501,
-15.146,16.8425,
-15.5744,16.0955,
-15.9746,15.3167,
-16.3458,14.5064,
-16.6967,13.6531,
-17.0401,12.7369,
-17.3888,11.7326,
-17.7498,10.611,
-18.1205,9.34932,
-18.4945,7.95832,
-18.8708,6.4795,
-19.2571,4.87995,
-19.6625,3.01752,
-20.0809,0.858879,
-20.4927,-1.55824,
-20.8681,-4.35673,
-21.096,-7.73879,
-20.8603,-11.5462,
-19.8543,-15.4036,
-17.8841,-19.0249,
-15.244,-21.8497,
-12.3667,-23.8442,
-9.58622,-25.1439,
-7.00686,-25.9042,
-4.70924,-26.2982,
-2.73219,-26.4561,
-0.998524,-26.4494,
0.557465,-26.3129,
1.95522,-26.0655,
3.19716,-25.7502,
4.29894,-25.423,
5.29422,-25.0839,
6.21343,-24.7117,
7.07143,-24.3058,
7.8731,-23.8765,
8.6211,-23.4335,
9.31923,-22.9817,
9.97274,-22.5215,
10.5875,-22.051,
11.1693,-21.5665,
11.7231,-21.0641,
12.2531,-20.5401,
12.7622,-19.9913,
13.2522,-19.4158,
13.724,-18.8129,
14.1777,-18.1839,
14.6135,-17.5307,
15.0324,-16.8549,
15.438,-16.1532,
15.8372,-15.4147,
16.2388,-14.6205,
16.6479,-13.7521,
17.0605,-12.7999,
17.4637,-11.7635,
17.842,-10.6445,
18.1863,-9.43765,
18.5006,-8.1263,
18.8079,-6.68103,
19.1538,-5.05867,
19.5813,-3.21051,
20.0379,-1.12849,
20.4878,1.28945,
20.8787,4.15821,
21.0683,7.43264,
20.85,11.1498,
19.9746,15.0421,
18.084,18.6758,
15.4355,21.587,
12.596,23.6921,
9.84397,25.0336,
7.29334,25.8453,
4.97486,26.2883,
2.90878,26.4458,
1.10805,26.4217,
-0.45207,26.2952,
-1.83192,26.0907,
-3.09159,25.8104,
-4.26006,25.4638,
-5.33377,25.0716,
-6.29698,24.6583,
-7.14527,24.2432,
-7.89547,23.8341,
-8.57579,23.429,
-9.2099,23.0206,
-9.81309,22.6013,
-10.3952,22.1643,
-10.9625,21.7044,
-11.5183,21.2187,
-12.0635,20.706,
-12.5966,20.1666,
-13.1153,19.6014,
-13.6177,19.01,
-14.1031,18.3894,
-14.5725,17.7338,
-15.0265,17.0375,
-15.4614,16.3005,
-15.8696,15.5297,
