-0.123248,-0.441935,-0.383736,-0.599472,-0.129193,-0.0620535,
-0.724115,-0.636179,-0.561206,-0.365174,0.222476,0.261984,
-1.03881,-0.758753,-0.674402,-0.215576,0.37151,0.400693,
-1.20244,-0.948396,-0.840742,-0.759407,0.312045,0.371468,
-0.0571313,-1.01022,-0.876358,-1.52095,0.114771,0.265437,
0.646543,-0.666906,-0.531087,-1.05615,0.233583,0.368092,
0.357493,-0.244084,-0.106419,-0.799905,0.446964,0.466568,
0.0802452,0.218641,0.284528,-0.748593,0.416457,0.328218,
0.0282817,0.537949,0.503545,-0.704474,0.0902059,-0.0210547,
0.050892,0.547797,0.460126,-0.688207,-0.260211,-0.323958,
-0.0175726,0.338414,0.248889,-0.675048,-0.464895,-0.464419,
-0.292272,-0.0650084,-0.119007,-0.588072,-0.494612,-0.433143,
-0.737093,-0.591361,-0.575867,-0.314239,-0.207708,-0.115637,
-1.09302,-0.883409,-0.818037,-0.202326,0.100072,0.182639,
-1.09447,-1.11849,-1.01671,-1.11586,0.0250661,0.16215,
0.257663,-1.03041,-0.927752,-1.44975,-0.231196,0.0632366,
0.524824,-0.715534,-0.586077,-0.972406,0.0118653,0.268696,
-0.0238848,-0.49754,-0.319057,-0.80292,0.321225,0.443399,
-0.494856,-0.31575,-0.163721,-0.594941,0.492117,0.49043,
-0.719995,-0.183516,-0.0871691,-0.28672,0.541796,0.477177,
-0.7467,-0.0763905,-0.0306308,0.0405494,0.531236,0.44583,
-0.593423,0.059077,0.0629908,0.353434,0.476849,0.389683,
-0.19848,0.283461,0.249743,0.589097,0.326271,0.246987,
0.4419,0.558499,0.494572,0.535963,-0.00841754,-0.0676896,
0.904297,0.718011,0.640203,0.263312,-0.294398,-0.332387,
1.17005,0.872541,0.777543,0.398428,-0.336173,-0.382228,
0.672276,1.06071,0.933402,1.41322,-0.159597,-0.279753,
-0.507299,0.851411,0.719917,1.2911,-0.104085,-0.281583,
-0.498694,0.465015,0.317859,0.863591,-0.347279,-0.43665,
-0.10521,0.0469655,-0.0701817,0.771082,-0.476085,-0.438376,
0.0876085,-0.351859,-0.375143,0.69361,-0.319774,-0.205882,
0.125286,-0.526436,-0.459886,0.618378,0.0419956,0.145762,
0.190124,-0.388961,-0.287799,0.554121,0.353112,0.387546,
0.429188,0.0262459,0.0994527,0.402355,0.4627,0.412618,
0.79016,0.591061,0.581669,0.0784652,0.196854,0.10398,
1.12227,0.889355,0.824944,0.0163953,-0.104574,-0.186093,
1.16413,1.14847,1.04565,1.08092,0.00155636,-0.142984,
-0.23416,1.05459,0.966476,1.46156,0.356299,0.00350053,
-0.521686,0.740776,0.628199,0.984175,0.120102,-0.212946,
0.0546709,0.580198,0.389719,0.806004,-0.226429,-0.417937,
0.566514,0.463378,0.281998,0.579545,-0.443844,-0.497217,
0.817462,0.400915,0.266835,0.295017,-0.533799,-0.518146,
0.911665,0.384545,0.289272,0.0819255,-0.563043,-0.52573,
0.954082,0.396838,0.324822,-0.0381157,-0.570952,-0.530428,
0.998721,0.434002,0.372618,-0.0683976,-0.570442,-0.532771,
1.07612,0.506012,0.445265,0.0151996,-0.561403,-0.530209,
1.1852,0.633512,0.563167,0.344636,-0.531057,-0.513176,
0.830075,0.784268,0.692513,1.25197,-0.452886,-0.463835,
-0.441286,0.599858,0.5002,1.34846,-0.440688,-0.464264,
-0.890132,0.0189156,-0.0579819,0.759484,-0.51283,-0.475696,
-1.11564,-0.6637,-0.659194,0.365928,-0.223128,-0.139582,
-1.3451,-1.04172,-0.979551,-0.845381,-0.0144893,0.0818946,
0.103796,-1.04676,-0.95888,-1.50483,-0.191806,0.0220674,
0.58463,-0.734271,-0.62581,-1.01726,0.0146993,0.224515,
0.0886697,-0.486363,-0.334044,-0.816688,0.321563,0.42371,
-0.399734,-0.270097,-0.138174,-0.644596,0.491078,0.480638,
-0.651114,-0.099885,-0.0216967,-0.350211,0.525669,0.45228,
-0.686537,0.041579,0.0655164,-0.000628348,0.481677,0.386018,
-0.493445,0.20231,0.176714,0.35506,0.365675,0.272188,
0.012465,0.41243,0.345851,0.573928,0.113853,0.0437661,
0.640393,0.577063,0.49614,0.394371,-0.234363,-0.268292,
0.969156,0.673379,0.591205,0.161578,-0.410189,-0.426234,
1.19173,0.820937,0.725438,0.37417,-0.406259,-0.434296,
0.67449,1.00384,0.878154,1.40566,-0.247182,-0.337967,
-0.525149,0.788853,0.657894,1.28413,-0.214675,-0.343279,
-0.582348,0.345769,0.212289,0.83457,-0.421403,-0.463599,
-0.318362,-0.181004,-0.258186,0.753293,-0.438446,-0.367749,
-0.312133,-0.592301,-0.568421,0.742175,-0.108351,-0.00650826,
-0.475135,-0.69629,-0.620971,0.728484,0.223631,0.291667,
-0.707462,-0.703204,-0.613038,0.664299,0.37729,0.416918,
-1.05065,-0.771956,-0.673219,0.442973,0.409463,0.443946,
-1.42779,-1.01548,-0.892598,-0.612507,0.289214,0.367023,
-0.0542582,-1.11887,-0.971237,-1.53301,-0.0740772,0.173377,
