1.10197,1.71268,1.79042,1.46986,0.61891,0.0966891,
-0.633711,-1.15527,-1.34967,-1.66981,-1.34326,0.0443756,
1.65732,1.4813,0.539471,-0.201352,-0.688701,0.871261,
-1.25752,-0.948932,1.05052,0.898103,1.24329,0.695752,
-0.113127,-0.577414,-1.44181,-1.74358,-1.64093,-0.368943,
1.55939,1.75102,1.12128,0.879791,-0.0621673,0.843771,
1.10371,0.591431,0.0632757,-1.22939,-1.52766,-1.60276,
-1.56194,-1.33941,0.655018,0.376653,0.854514,1.00007,
-0.192913,0.345387,0.398588,-1.13315,0.654883,-0.227626,
-0.771433,0.105739,0.0350502,-0.143919,-0.253581,0.196516,
0.0611136,-0.0816538,0.159617,-0.511104,0.299866,-0.0742193,
0.253019,0.891368,0.811638,0.904782,0.355207,-0.185914,
0.971011,0.908268,0.455178,0.690854,-0.302991,-0.634397,
-0.742168,0.135134,-0.16954,0.0503834,-0.195852,0.241948,
-0.240131,0.0713634,-0.166579,-0.612478,-0.20462,-0.0262403,
-0.115454,-0.525316,-0.122649,-0.644126,0.0595121,-0.0304451,
0.679456,0.88387,0.277933,0.721465,-0.0308499,-0.224481,
0.557903,-0.0118363,0.3227,-0.214456,0.257174,-0.107087,
1.01028,0.984515,-0.277531,0.28527,-0.200817,0.144714,
0.948638,-0.689845,0.0783606,-0.584031,-0.645212,0.515182,
0.465349,-0.307376,-0.230708,-0.135076,0.343497,0.335322,
0.45242,-0.896947,-0.820321,0.257579,0.292421,0.428058,
-0.19578,0.0549346,-0.681218,-0.523983,-1.16355,-0.821811,
-1.22433,0.124398,-0.284123,0.808606,1.09028,1.22155,
0.512517,0.19825,-0.252684,0.510533,0.346453,0.164407,
-0.570402,-0.220718,-0.255874,0.942788,1.02479,-0.186304,
-1.21582,0.557078,0.533916,0.348144,0.647187,-0.0341057,
-0.87936,0.410929,0.525359,0.223974,0.640673,-0.0534169,
-0.372441,-0.467075,-0.524133,-0.70622,0.354825,0.367852,
0.979395,0.236599,0.0472946,-1.32783,-1.62856,-1.6261,
-0.482395,-1.16078,-1.22821,-1.70864,-1.33007,-0.884641,
0.514356,1.17222,1.72549,1.72802,1.37053,0.437854,
0.502573,0.795011,0.302642,1.26077,0.548536,0.884815,
-0.87718,-0.469642,1.37297,1.33987,1.54428,0.630561,
-0.517057,1.13344,-0.0237871,1.24433,-0.441026,-0.544072,
-0.272331,-0.305067,0.00974364,0.897914,-0.365831,0.446737,
0.360455,0.415758,-0.064581,0.692827,-0.298715,-0.1799,
-0.456398,0.473396,0.287754,0.596072,0.348478,-0.0718774,
0.353059,0.590799,0.325231,0.554276,-0.208339,-0.339275,
-1.0854,0.431314,-0.240802,0.199306,0.733826,0.222304,
0.867669,-1.22801,0.279096,-1.2417,-0.666228,1.18646,
0.287579,0.545882,1.28053,1.33478,1.31323,-0.04221,
0.908672,-1.11459,0.587524,-1.265,0.566443,0.0728777,
-0.200562,0.934105,0.0925343,1.60014,-1.05283,-0.531977,
-1.18927,0.328895,-0.173183,0.668625,0.698174,0.4097,
-0.205804,-0.262382,-0.536787,0.837136,-0.5357,0.284214,
-0.364726,-0.643994,0.190867,-0.629187,-0.34742,0.0269584,
0.45876,-0.346939,0.265479,0.603485,-0.278766,0.207823,
-0.59005,0.159267,0.0277312,0.229048,-0.13277,0.210909,
-0.466871,0.420444,0.184557,0.310674,0.182151,-0.0898934,
0.00679373,-0.533064,-0.430872,-0.664403,-0.296252,-0.0276268,
0.591396,0.241457,0.313192,0.806149,-0.712624,0.0536238,
-1.02775,-1.23829,-0.0693501,-0.949597,0.404483,1.0546,
0.620626,-0.521438,-0.411443,-1.07126,-0.765923,0.40477,
-0.359439,-0.781967,-0.622325,-0.930846,-0.060949,0.198081,
