0.0217227,-1.10248,0.0575021,
0.194194,-0.939878,0.24704,
0.367109,-0.534881,0.553926,
0.463631,0.269515,0.86163,
0.402443,0.995636,0.961875,
0.585565,1.25881,1.21498,
1.47758,0.416076,1.49438,
1.41029,-0.371116,0.901399,
1.14598,-0.0524779,0.306639,
0.957866,0.334677,-0.0695531,
0.632892,0.429862,-0.314226,
0.206311,0.291448,-0.358134,
-0.226874,0.100414,-0.124921,
-0.52751,0.0532359,0.295386,
-0.503708,0.298207,0.585923,
-0.344009,0.673117,0.509156,
-0.272178,0.896812,0.326288,
-0.249178,0.984297,0.153811,
-0.251095,0.954341,-0.0456994,
-0.285549,0.751882,-0.340211,
-0.348529,0.214199,-0.754126,
-0.36324,-0.636296,-1.02632,
-0.423655,-1.14421,-1.18041,
-1.19007,-0.825086,-1.57462,
-1.46557,0.317233,-1.22371,
-1.18762,0.227973,-0.56116,
-1.0265,-0.297087,-0.177668,
-0.760946,-0.61287,0.0762879,
-0.379148,-0.684951,0.245716,
0.0731323,-0.543683,0.339425,
0.497687,-0.13642,0.346705,
0.592097,0.498705,0.269899,
0.347056,0.942031,0.149822,
0.0900587,1.07359,0.0230755,
-0.111227,1.01043,-0.142788,
-0.290875,0.742441,-0.405925,
-0.43838,0.107478,-0.755424,
-0.424785,-0.751658,-0.933184,
-0.435219,-1.20213,-1.07266,
-1.13568,-0.968494,-1.48325,
-1.52228,0.221669,-1.20999,
-1.22823,0.249169,-0.518263,
-1.04689,-0.213542,-0.0793983,
-0.782948,-0.441793,0.219067,
-0.388566,-0.395312,0.363307,
0.0621992,-0.201677,0.264664,
0.450895,-0.045088,-0.0769465,
0.571317,-0.0886715,-0.453227,
0.401523,-0.402298,-0.518862,
0.266759,-0.663205,-0.292409,
0.221866,-0.705416,0.0281153,
0.217411,-0.46443,0.457944,
0.230755,0.211005,0.932462,
0.261085,0.94888,1.12959,
0.65922,1.1785,1.45678,
1.47208,0.0179539,1.56218,
1.26785,-0.437065,0.887842,
1.08083,0.084576,0.421775,
0.888751,0.58566,0.16062,
0.571613,0.846761,-0.0140479,
0.212877,0.9022,-0.161006,
-0.152701,0.745324,-0.338936,
-0.466475,0.24045,-0.564596,
-0.51824,-0.596608,-0.691705,
-0.378851,-1.14203,-0.720786,
-0.467058,-1.35625,-0.929057,
-1.30816,-0.916308,-1.32684,
-1.57651,0.193713,-0.916644,
-1.22915,0.21172,-0.178346,
-0.979957,0.0288365,0.365695,
-0.656212,0.285651,0.642296,
-0.403508,0.687363,0.571959,
-0.299865,0.9549,0.438936,
-0.246517,1.12734,0.374329,
-0.179095,1.27191,0.402055,
-0.027248,1.43773,0.573335,
0.573323,1.52999,1.04017,
1.63217,0.334304,1.20588,
1.42836,-0.311212,0.495102,
1.09632,-0.137548,-0.190714,
0.795176,-0.265776,-0.651287,
0.489255,-0.727121,-0.736766,
0.318279,-1.12363,-0.756045,
0.0296157,-1.48696,-1.08578,
-1.24926,-0.733412,-1.7694,
-1.29416,0.54906,-1.43629,
-1.05193,0.317074,-0.819055,
-0.942886,-0.395804,-0.570538,
-0.711185,-0.917308,-0.461124,
-0.507647,-1.17695,-0.447581,
-0.450813,-1.30343,-0.531218,
-0.627587,-1.35052,-0.739342,
-1.33399,-0.949301,-0.992953,
-1.65134,0.06408,-0.540145,
-1.19386,0.373978,0.336455,
-0.624018,0.800794,1.00913,
0.236779,1.31958,1.49315,
1.40246,0.0630452,1.68501,
1.24234,-0.518556,1.02102,
1.06366,0.0140282,0.549543,
0.896671,0.603778,0.316825,
0.609932,0.950314,0.180478,
0.331164,1.09348,0.0863273,
0.0972491,1.10931,-0.0151425,
-0.107524,1.00839,-0.171456,
-0.303525,0.713827,-0.431677,
-0.457758,0.0442425,-0.765428,
-0.429312,-0.801476,-0.916486,
-0.44424,-1.22142,-1.06244,
-1.16742,-0.949746,-1.47377,
-1.5257,0.226823,-1.17596,
-1.22703,0.236266,-0.483655,
-1.04257,-0.207031,-0.0390796,
-0.772073,-0.396642,0.263959,
-0.375819,-0.306576,0.385575,
0.0522346,-0.108579,0.222929,
0.402624,-0.0450248,-0.196868,
0.509818,-0.290814,-0.616465,
0.377547,-0.744988,-0.674933,
0.277659,-1.08868,-0.640089,
0.132184,-1.38284,-0.811607,
-0.713448,-1.41966,-1.44505,
-1.4906,0.0848591,-1.56647,
-1.21855,0.439172,-0.896219,
-1.05265,-0.144275,-0.48168,
-0.85124,-0.679762,-0.266426,
-0.553172,-0.972943,-0.134976,
-0.269726,-1.08015,-0.03239,
-0.0230826,-1.05564,0.0945521,
0.201525,-0.874675,0.298862,
0.404937,-0.399984,0.610066,
0.473,0.454437,0.860709,
0.398912,1.08673,0.943452,
0.666098,1.26991,1.24471,
1.53401,0.271609,1.43704,
1.38145,-0.363521,0.787179,
1.12904,-0.00271273,0.215446,
0.92433,0.316637,-0.160789,
0.580167,0.321199,-0.382498,
0.165799,0.125713,-0.337311,
-0.202015,-0.00172778,0.0181115,
-0.435316,0.180507,0.534161,
-0.3877,0.685963,0.794965,
-0.254557,1.13348,0.848582,
0.0967366,1.48845,1.2355,
1.32735,0.432601,1.83367,
1.21312,-0.640891,1.35114,
1.01186,-0.242917,0.795178,
0.90306,0.482358,0.5889,
0.670401,0.977892,0.506361,
0.508957,1.21569,0.52913,
0.544913,1.32428,0.674583,
0.998079,1.21062,0.95713,
1.67424,0.246968,0.843067,
1.39342,-0.304234,0.0378853,
0.88569,-0.515174,-0.752562,
0.323742,-1.12322,-1.17933,
-0.945855,-0.963774,-1.73862,
-1.36632,0.407428,-1.49473,
-1.1176,0.386644,-0.822943,
-0.998266,-0.286603,-0.503909,
-0.773825,-0.815836,-0.343263,
-0.50757,-1.0894,-0.264614,
-0.313616,-1.2082,-0.234039,
-0.197704,-1.26295,-0.231929,
-0.143362,-1.29857,-0.254834,
-0.144521,-1.33781,-0.313178,
-0.222205,-1.39287,-0.435329,
-0.486002,-1.43765,-0.679347,
-1.32081,-1.00796,-0.985565,
-1.65927,0.0758111,-0.523882,
-1.1739,0.405222,0.375407,
-0.559643,0.867043,1.06331,
0.509941,1.2275,1.58478,
1.43764,-0.122185,1.56189,
1.22109,-0.446901,0.862932,
1.05895,0.126731,0.43388,
0.861984,0.640382,0.196554,
0.54966,0.910229,0.0410705,
0.220797,0.982796,-0.0933468,
-0.0960746,0.872506,-0.269251,
-0.382982,0.473156,-0.528288,
-0.513095,-0.335505,-0.759527,
-0.407785,-1.03027,-0.817639,
-0.475868,-1.31035,-1.01258,
-1.31267,-0.849332,-1.41267,
-1.53683,0.244603,-0.998303,
-1.21562,0.187143,-0.298434,
-1.00774,-0.128451,0.183078,
-0.701925,-0.0816713,0.479742,
-0.358272,0.208979,0.438631,
-0.143021,0.382484,0.0998472,
-0.0269875,0.216466,-0.419209,
0.0192951,-0.419742,-0.944577,
-0.0753752,-1.06939,-1.15078,
-0.729982,-1.17481,-1.60453,
-1.41179,0.213773,-1.61321,
-1.16528,0.47598,-0.924153,
-1.02599,-0.157648,-0.544524,
-0.828626,-0.730389,-0.360533,
-0.55503,-1.04667,-0.265947,
-0.33951,-1.18533,-0.223109,
-0.200678,-1.24396,-0.206837,
-0.120256,-1.2723,-0.20656,
-0.0820207,-1.29323,-0.221715,
-0.0798428,-1.31963,-0.259798,
-0.123,-1.36178,-0.339617,
-0.257891,-1.42358,-0.501334,
-0.691275,-1.41396,-0.814209,
-1.61553,-0.552665,-0.932525,
-1.51101,0.269246,-0.201846,
-0.96104,0.505738,0.674978,
-0.305343,1.10204,1.21599,
1.06165,0.819087,1.71324,
1.39505,-0.406087,1.34138,
1.14223,-0.287305,0.686084,
1.00851,0.330685,0.351139,
0.760631,0.768561,0.152786,
0.440147,0.969982,0.016265,
0.125191,0.993743,-0.119745,
-0.171449,0.828924,-0.315857,
-0.427997,0.340677,-0.598124,
-0.494376,-0.515983,-0.800655,
-0.394106,-1.11525,-0.863747,
-0.596132,-1.31441,-1.13857,
-1.50879,-0.461551,-1.4151,
-1.44322,0.335404,-0.812144,
-1.15428,0.0727603,-0.182128,
-0.944672,-0.193573,0.245376,
-0.609885,-0.0977982,0.474347,
-0.263537,0.171619,0.360548,
-0.0381243,0.267117,-0.0449581,
0.100802,-0.0439314,-0.622092,
0.100996,-0.741217,-1.01591,
-0.0990646,-1.24537,-1.23532,
-1.1503,-0.754255,-1.77966,
-1.31215,0.517607,-1.44053,
-1.07259,0.331638,-0.807874,
-0.962065,-0.36958,-0.538591,
-0.728969,-0.889631,-0.411834,
-0.499905,-1.15093,-0.373753,
-0.385869,-1.27657,-0.41151,
-0.416611,-1.35449,-0.536589,
-0.718472,-1.35216,-0.789002,
-1.53265,-0.68942,-0.94564,
-1.56935,0.202549,-0.300264,
-1.0407,0.461406,0.584585,
-0.400133,1.03127,1.16483,
0.901466,0.984935,1.68923,
1.4154,-0.336311,1.42536,
1.16283,-0.351057,0.743789,
1.02582,0.266546,0.383775,
0.794371,0.7347,0.176159,
0.477697,0.961752,0.0372209,
0.164347,1.0072,-0.0936734,
-0.129766,0.875547,-0.277515,
-0.392771,0.451573,-0.552604,
-0.501786,-0.375004,-0.790725,
-0.402699,-1.05079,-0.855389,
-0.523256,-1.30785,-1.0829,
-1.41766,-0.659368,-1.43979,
-1.48843,0.307019,-0.927376,
-1.18294,0.130865,-0.264165,
-0.982728,-0.187321,0.180896,
-0.665217,-0.154228,0.449124,
-0.301651,0.103445,0.39555,
-0.0439039,0.241148,0.0252465,
0.119112,8.05032e-005,-0.541147,
0.14329,-0.664434,-0.979667,
-0.0217729,-1.20578,-1.17424,
