-10.7791,21.0472,
-11.1799,21.1415,
-11.5697,21.0375,
-11.9507,20.8192,
-12.3256,20.5296,
-12.6969,20.1903,
-13.0663,19.8118,
-13.4351,19.3983,
-13.8032,18.951,
-14.1696,18.4693,
-14.5327,17.9521,
-14.8907,17.398,
-15.2423,16.8055,
-15.5875,16.1721,
-15.9271,15.4937,
-16.2632,14.7641,
-16.5979,13.9743,
-16.9348,13.1113,
-17.2804,12.154,
-17.6383,11.0842,
-18.0032,9.89672,
-18.3725,8.58105,
-18.762,7.09803,
-19.2052,5.38243,
-19.7127,3.38566,
-20.2192,1.12051,
-20.7301,-1.5257,
-21.3366,-4.88224,
-21.5312,-8.80641,
-21.0332,-13.1504,
-19.4961,-17.4591,
-16.9226,-21.0037,
-13.8261,-23.4695,
-10.7984,-25.0859,
-8.08997,-26.0629,
-5.72629,-26.5698,
-3.67431,-26.7845,
-1.89377,-26.817,
-0.350757,-26.7263,
0.985582,-26.5574,
2.15278,-26.34,
3.18988,-26.0899,
4.12572,-25.8157,
4.97707,-25.5235,
5.75407,-25.2186,
6.46468,-24.9055,
7.11666,-24.5877,
7.71786,-24.2674,
8.27585,-23.9455,
8.79762,-23.6222,
9.28933,-23.2968,
9.75617,-22.9679,
10.2024,-22.6341,
10.6313,-22.2935,
11.0457,-21.9445,
11.4478,-21.5851,
11.8396,-21.2136,
12.223,-20.828,
12.5999,-20.4263,
12.9723,-20.0064,
13.3419,-19.5656,
13.7097,-19.1016,
14.0755,-18.6116,
14.4373,-18.0934,
14.7919,-17.5453,
15.1358,-16.9657,
15.471,-16.3514,
15.8099,-15.6941,
16.1651,-14.9807,
16.535,-14.1982,
16.9075,-13.3374,
17.2689,-12.3916,
17.6111,-11.3544,
17.9393,-10.2141,
18.2778,-8.94783,
18.6634,-7.51809,
19.1114,-5.88154,
19.6005,-3.99135,
20.1197,-1.77484,
20.6683,0.879757,
21.1827,4.10442,
21.4943,7.91548,
21.2631,12.15,
19.9604,16.5025,
17.4607,20.3802,
14.4344,23.0473,
11.3552,24.8362,
8.55714,25.9183,
6.09182,26.4899,
3.99391,26.7572,
2.20333,26.8345,
0.644104,26.7726,
-0.730811,26.6118,
-1.95137,26.3888,
-3.03924,26.1295,
-4.01162,25.8492,
-4.88355,25.5561,
-5.66915,25.2546,
-6.38186,24.9468,
-7.03406,24.634,
-7.63666,24.3165,
-8.19874,23.9942,
-8.72717,23.6671,
-9.22669,23.3356,
-9.70032,23.0001,
-10.1503,22.6613,
-10.5792,22.319,
-10.99,21.9724,
-11.3862,21.6198,
-11.7712,21.2589,
-12.1486,20.8869,
-12.5214,20.5007,
-12.8918,20.0968,
-13.2614,19.6716,
-13.6306,19.2216,
-13.999,18.7431,
-14.3648,18.2333,
-14.7264,17.6897,
-15.082,17.1099,
-15.431,16.4916,
-15.7738,15.8312,
-16.1119,15.1234,
-16.4476,14.3605,
-16.7835,13.5314,
-17.1247,12.6188,
-17.4777,11.6007,
-17.841,10.4662,
-18.2085,9.21029,
-18.5863,7.80906,
-19.0012,6.20647,
-19.4833,4.33822,
-19.9995,2.19303,
-20.4956,-0.248868,
-21.065,-3.24707,
-21.5287,-6.9634,
-21.3648,-11.1288,
-20.3469,-15.5499,
-18.1965,-19.5162,
-15.2636,-22.4707,
-12.1459,-24.4371,
-9.28189,-25.6864,
-6.76349,-26.3848,
-4.57433,-26.7137,
-2.67473,-26.8206,
-1.02707,-26.7798,
0.399388,-26.6419,
1.63868,-26.444,
2.73075,-26.2074,
3.71007,-25.9434,
4.59845,-25.6587,
5.40832,-25.359,
6.14825,-25.0491,
6.82601,-24.7331,
7.44941,-24.4137,
8.0262,-24.0925,
8.56368,-23.7699,
9.0684,-23.4456,
9.546,-23.1184,
10.0011,-22.7871,
10.4376,-22.4498,
10.8583,-22.1049,
11.2658,-21.7504,
11.662,-21.3847,
12.049,-21.0058,
12.4286,-20.6117,
12.8029,-20.2004,
13.1736,-19.7694,
13.5421,-19.3163,
13.9089,-18.8385,
14.2729,-18.3334,
14.6313,-17.7992,
14.9804,-17.2341,
15.3186,-16.6363,
15.6537,-16.0001,
16.0008,-15.314,
16.3651,-14.5644,
16.7381,-13.7403,
17.1061,-12.834,
17.4574,-11.8394,
17.7902,-10.7482,
18.1198,-9.54319,
18.4797,-8.19339,
18.9003,-6.65644,
19.3737,-4.88889,
19.8786,-2.83257,
20.4161,-0.394439,
20.9605,2.55675,
21.3932,6.11168,
21.4684,10.1809,
20.7171,14.5303,
18.7108,18.7309,
15.8587,21.9668,
12.7315,24.1142,
9.79528,25.5023,
7.1712,26.2776,
4.90746,26.6634,
2.9876,26.819,
1.33026,26.8155,
-0.124294,26.6949,
-1.4122,26.4963,
